"","ResultID","AnomalyType"
"703","0029-200611150000-13434-LSR-ec","Highest95%AmbientValues"
"704","0029-200611150000-13434-LSR-ec","ViolatesWQStandard"
"705","0029-200611150000-13438-LSR-ec","ViolatesLessProtectiveWQStandard"
"706","0029-200611150000-13442-LSR-ec","Highest95%AmbientValues"
"707","0029-200611150000-13442-LSR-ec","ViolatesWQStandard"
"708","0029-200611150000-13469-LSR-ec","Lowest5%SubmValues"
"709","0029-200611150000-13477-LSR-ec","Lowest5%SubmValues"
"710","0029-200611150000-33134-QLQD-ec","ViolatesLessProtectiveWQStandard"
"711","0029-200611150000-33141-LSR-ec","Lowest10%SubmValues"
"712","0029-200611150000-33142-LSR-ec","Lowest5%SubmValues"
"713","0029-200611150000-33145-LSR-ec","ViolatesLessProtectiveWQStandard"
"714","0029-200611150000-33155-LSR-ec","ViolatesLessProtectiveWQStandard"
"715","0029-200611210000-12832-LSR-ec","Highest90%SubmValues"
"716","0029-200611210000-12832-LSR-ec","Highest99%AmbientValues"
"717","0029-200611210000-12832-LSR-ec","ViolatesWQStandard"
"718","0029-200611210000-12848-LSR-ec","ViolatesLessProtectiveWQStandard"
"719","0029-200611210000-13077-LSR-ec","Highest95%SubmStnValues"
"720","0029-200611210000-13077-LSR-ec","ViolatesLessProtectiveWQStandard"
"721","0029-200611210000-13078-LSR-ec","Highest95%AmbientValues"
"722","0029-200611210000-13078-LSR-ec","ViolatesWQStandard"
"723","0029-200611210000-13410-LSR-ec","ViolatesLessProtectiveWQStandard"
"724","0029-200611210000-13417-LSR-ec","ViolatesLessProtectiveWQStandard"
"725","0029-200611210000-13428-LSR-ec","ViolatesLessProtectiveWQStandard"
"726","0029-200611210000-13430-LSR-ec","Highest90%SubmValues"
"727","0029-200611210000-13430-LSR-ec","Highest99%AmbientValues"
"728","0029-200611210000-13430-LSR-ec","ViolatesWQStandard"
"729","0029-200611210000-13431-LSR-ec","ViolatesLessProtectiveWQStandard"
"730","0029-200611210000-13432-LSR-ec","Highest90%SubmValues"
"731","0029-200611210000-13432-LSR-ec","Highest99%AmbientValues"
"732","0029-200611210000-13432-LSR-ec","ViolatesWQStandard"
"733","0029-200611210000-13433-LSR-ec","ViolatesLessProtectiveWQStandard"
"734","0029-200611210000-13434-LSR-ec","Highest99%AmbientValues"
"735","0029-200611210000-13434-LSR-ec","ViolatesWQStandard"
"736","0029-200611210000-13438-LSR-ec","Highest90%SubmValues"
"737","0029-200611210000-13438-LSR-ec","Highest95%SubmStnValues"
"738","0029-200611210000-13438-LSR-ec","Highest99%AmbientValues"
"739","0029-200611210000-13438-LSR-ec","ViolatesWQStandard"
"740","0029-200611210000-13440-LSR-ec","Highest90%SubmValues"
"741","0029-200611210000-13440-LSR-ec","Highest99%AmbientValues"
"742","0029-200611210000-13440-LSR-ec","ViolatesWQStandard"
"743","0029-200611210000-13442-LSR-ec","Highest90%SubmValues"
"744","0029-200611210000-13442-LSR-ec","Highest99%AmbientValues"
"745","0029-200611210000-13442-LSR-ec","ViolatesWQStandard"
"746","0029-200611210000-13474-LSR-ec","Highest90%SubmValues"
"747","0029-200611210000-13474-LSR-ec","Highest99%AmbientValues"
"748","0029-200611210000-13474-LSR-ec","ViolatesWQStandard"
"749","0029-200611210000-13484-LSR-ec","Highest90%SubmValues"
"750","0029-200611210000-13484-LSR-ec","Highest99%AmbientValues"
"751","0029-200611210000-13484-LSR-ec","ViolatesWQStandard"
"752","0029-200611210000-13499-QLQD-ec","Highest99%AmbientValues"
"753","0029-200611210000-13499-QLQD-ec","ViolatesWQStandard"
"754","0029-200611210000-13499-LQD-ec","Highest95%AmbientValues"
"755","0029-200611210000-13499-LQD-ec","ViolatesWQStandard"
"756","0029-200611210000-13538-LSR-ec","Highest90%SubmValues"
"757","0029-200611210000-13538-LSR-ec","Highest95%SubmStnValues"
"758","0029-200611210000-13538-LSR-ec","Highest99%AmbientValues"
"759","0029-200611210000-13538-LSR-ec","ViolatesWQStandard"
"760","0029-200611210000-13607-LSR-ec","Highest90%SubmValues"
"761","0029-200611210000-13607-LSR-ec","Highest95%SubmStnValues"
"762","0029-200611210000-13607-LSR-ec","Highest99%AmbientValues"
"763","0029-200611210000-13607-LSR-ec","ViolatesWQStandard"
"764","0029-200611210000-33134-QLQD-ec","Highest90%SubmValues"
"765","0029-200611210000-33134-QLQD-ec","Highest99%AmbientValues"
"766","0029-200611210000-33134-QLQD-ec","ViolatesWQStandard"
"767","0029-200611210000-33134-LQD-ec","Highest90%SubmValues"
"768","0029-200611210000-33134-LQD-ec","Highest99%AmbientValues"
"769","0029-200611210000-33134-LQD-ec","ViolatesWQStandard"
"770","0029-200611210000-33136-LSR-ec","Highest95%AmbientValues"
"771","0029-200611210000-33136-LSR-ec","ViolatesWQStandard"
"772","0029-200611210000-33145-LSR-ec","Highest90%SubmValues"
"773","0029-200611210000-33145-LSR-ec","Highest99%AmbientValues"
"774","0029-200611210000-33145-LSR-ec","ViolatesWQStandard"
"775","0029-200611210000-33147-LSR-ec","Highest95%AmbientValues"
"776","0029-200611210000-33147-LSR-ec","ViolatesWQStandard"
"777","0029-200611210000-33148-LSR-ec","Highest95%AmbientValues"
"778","0029-200611210000-33148-LSR-ec","ViolatesWQStandard"
"779","0029-200611210000-33153-LSR-ec","ViolatesLessProtectiveWQStandard"
"780","0029-200611210000-33155-LSR-ec","ViolatesLessProtectiveWQStandard"
"781","0029-200612130000-12848-LSR-ec","ViolatesLessProtectiveWQStandard"
"782","0029-200612130000-13431-LSR-ec","ViolatesLessProtectiveWQStandard"
"783","0029-200612130000-13432-LSR-ec","Highest95%AmbientValues"
"784","0029-200612130000-13432-LSR-ec","ViolatesWQStandard"
"785","0029-200612130000-13433-LSR-ec","ViolatesLessProtectiveWQStandard"
"786","0029-200612130000-13434-LSR-ec","Highest90%SubmValues"
"787","0029-200612130000-13434-LSR-ec","Highest99%AmbientValues"
"788","0029-200612130000-13434-LSR-ec","ViolatesWQStandard"
"789","0029-200612130000-13438-LSR-ec","Highest95%AmbientValues"
"790","0029-200612130000-13438-LSR-ec","ViolatesWQStandard"
"791","0029-200612130000-13440-LSR-ec","Highest95%AmbientValues"
"792","0029-200612130000-13440-LSR-ec","ViolatesWQStandard"
"793","0029-200612130000-13442-LSR-ec","Highest95%AmbientValues"
"794","0029-200612130000-13442-LSR-ec","ViolatesLessProtectiveWQStandard"
"795","0029-200612130000-13499-LSR-ec","Highest95%AmbientValues"
"796","0029-200612130000-13499-LSR-ec","ViolatesLessProtectiveWQStandard"
"797","0029-200612130000-13513-LSR-ec","Highest90%SubmValues"
"798","0029-200612130000-13513-LSR-ec","Highest99%AmbientValues"
"799","0029-200612130000-13513-LSR-ec","ViolatesWQStandard"
"800","0029-200612130000-13538-LSR-ec","Highest95%AmbientValues"
"801","0029-200612130000-13538-LSR-ec","ViolatesLessProtectiveWQStandard"
"802","0029-200612130000-13607-LSR-ec","ViolatesLessProtectiveWQStandard"
"803","0029-200612130000-33142-LSR-ec","Lowest5%SubmValues"
"804","0029-200612130000-33145-QLQD-ec","Highest90%SubmValues"
"805","0029-200612130000-33145-QLQD-ec","Highest99%AmbientValues"
"806","0029-200612130000-33145-QLQD-ec","ViolatesWQStandard"
"807","0029-200612130000-33145-LQD-ec","Highest90%SubmValues"
"808","0029-200612130000-33145-LQD-ec","Highest99%AmbientValues"
"809","0029-200612130000-33145-LQD-ec","ViolatesWQStandard"
"810","0029-200612130000-33147-LSR-ec","ViolatesLessProtectiveWQStandard"
"811","0029-200612130000-33148-LSR-ec","Highest95%AmbientValues"
"812","0029-200612130000-33148-LSR-ec","ViolatesLessProtectiveWQStandard"
"813","0029-200612130000-33155-LSR-ec","ViolatesLessProtectiveWQStandard"
"814","0029-200612200000-12832-LSR-ec","ViolatesLessProtectiveWQStandard"
"815","0029-200612200000-13077-LSR-ec","Lowest5%SubmValues"
"816","0029-200612200000-13428-QLQD-ec","Highest95%AmbientValues"
"817","0029-200612200000-13428-QLQD-ec","ViolatesLessProtectiveWQStandard"
"818","0029-200612200000-13428-LQD-ec","ViolatesLessProtectiveWQStandard"
"819","0029-200612200000-13430-LSR-ec","Highest90%SubmValues"
"820","0029-200612200000-13430-LSR-ec","Highest99%AmbientValues"
"821","0029-200612200000-13430-LSR-ec","ViolatesWQStandard"
"822","0029-200612200000-13431-LSR-ec","Highest95%AmbientValues"
"823","0029-200612200000-13431-LSR-ec","ViolatesWQStandard"
"824","0029-200612200000-13432-LSR-ec","Highest90%SubmValues"
"825","0029-200612200000-13432-LSR-ec","Highest99%AmbientValues"
"826","0029-200612200000-13432-LSR-ec","ViolatesWQStandard"
"827","0029-200612200000-13433-QLQD-ec","Lowest10%SubmValues"
"828","0029-200612200000-13433-LQD-ec","Lowest10%SubmValues"
"829","0029-200612200000-13433-LQD-ec","Lowest5%SubmStnValues"
"830","0029-200612200000-13438-LSR-ec","ViolatesLessProtectiveWQStandard"
"831","0029-200612200000-13442-LSR-ec","Lowest5%SubmStnValues"
"832","0029-200612200000-13477-LSR-ec","Lowest5%SubmValues"
"833","0029-200612200000-13484-LSR-ec","Highest90%SubmValues"
"834","0029-200612200000-13484-LSR-ec","Highest99%AmbientValues"
"835","0029-200612200000-13484-LSR-ec","ViolatesWQStandard"
"836","0029-200612200000-13513-LSR-ec","Lowest5%SubmValues"
"837","0029-200612200000-13607-LSR-ec","Lowest10%SubmValues"
"838","0029-200612200000-13607-LSR-ec","Lowest5%SubmStnValues"
"839","0029-200612200000-33134-LSR-ec","Highest90%SubmValues"
"840","0029-200612200000-33134-LSR-ec","Highest99%AmbientValues"
"841","0029-200612200000-33134-LSR-ec","ViolatesWQStandard"
"842","0029-200612200000-33136-LSR-ec","ViolatesLessProtectiveWQStandard"
"843","0029-200612200000-33137-LQD-ec","Lowest10%SubmValues"
"844","0029-200612200000-33141-LSR-ec","Lowest5%SubmValues"
"845","0029-200612200000-33142-LSR-ec","Lowest5%SubmValues"
"846","0029-200612200000-33145-LSR-ec","ViolatesLessProtectiveWQStandard"
"847","0029-200612200000-33152-LSR-ec","Lowest10%SubmValues"
"848","0029-200612200000-33153-LSR-ec","Lowest10%SubmValues"
"849","0029-200612200000-33153-LSR-ec","Lowest5%SubmStnValues"
"850","0029-200612200000-33155-LSR-ec","ViolatesLessProtectiveWQStandard"
"851","0029-200701030000-12832-LSR-ec","Highest90%SubmValues"
"852","0029-200701030000-12832-LSR-ec","Highest99%AmbientValues"
"853","0029-200701030000-12832-LSR-ec","ViolatesWQStandard"
"854","0029-200701030000-12848-LSR-ec","ViolatesLessProtectiveWQStandard"
"855","0029-200701030000-13078-LSR-ec","Highest95%AmbientValues"
"856","0029-200701030000-13078-LSR-ec","ViolatesWQStandard"
"857","0029-200701030000-13428-LSR-ec","Highest90%SubmValues"
"858","0029-200701030000-13428-LSR-ec","Highest95%SubmStnValues"
"859","0029-200701030000-13428-LSR-ec","Highest99%AmbientValues"
"860","0029-200701030000-13428-LSR-ec","ViolatesWQStandard"
"861","0029-200701030000-13430-LSR-ec","Highest90%SubmValues"
"862","0029-200701030000-13430-LSR-ec","Highest99%AmbientValues"
"863","0029-200701030000-13430-LSR-ec","ViolatesWQStandard"
"864","0029-200701030000-13431-LSR-ec","Highest95%SubmStnValues"
"865","0029-200701030000-13431-LSR-ec","Highest95%AmbientValues"
"866","0029-200701030000-13431-LSR-ec","ViolatesWQStandard"
"867","0029-200701030000-13432-LSR-ec","Highest90%SubmValues"
"868","0029-200701030000-13432-LSR-ec","Highest99%AmbientValues"
"869","0029-200701030000-13432-LSR-ec","ViolatesWQStandard"
"870","0029-200701030000-13433-QLQD-ec","Highest90%SubmValues"
"871","0029-200701030000-13433-QLQD-ec","Highest95%SubmStnValues"
"872","0029-200701030000-13433-QLQD-ec","Highest99%AmbientValues"
"873","0029-200701030000-13433-QLQD-ec","ViolatesWQStandard"
"874","0029-200701030000-13433-LQD-ec","Highest90%SubmValues"
"875","0029-200701030000-13433-LQD-ec","Highest95%SubmStnValues"
"876","0029-200701030000-13433-LQD-ec","Highest99%AmbientValues"
"877","0029-200701030000-13433-LQD-ec","ViolatesWQStandard"
"878","0029-200701030000-13434-LSR-ec","Highest90%SubmValues"
"879","0029-200701030000-13434-LSR-ec","Highest99%AmbientValues"
"880","0029-200701030000-13434-LSR-ec","ViolatesWQStandard"
"881","0029-200701030000-13438-LSR-ec","Highest95%AmbientValues"
"882","0029-200701030000-13438-LSR-ec","ViolatesWQStandard"
"883","0029-200701030000-13440-LSR-ec","Highest95%AmbientValues"
"884","0029-200701030000-13440-LSR-ec","ViolatesWQStandard"
"885","0029-200701030000-13442-LSR-ec","Highest90%SubmValues"
"886","0029-200701030000-13442-LSR-ec","Highest99%AmbientValues"
"887","0029-200701030000-13442-LSR-ec","ViolatesWQStandard"
"888","0029-200701030000-13469-QLQD-ec","Lowest10%SubmValues"
"889","0029-200701030000-13469-LQD-ec","Lowest5%SubmValues"
"890","0029-200701030000-13474-LSR-ec","Highest95%AmbientValues"
"891","0029-200701030000-13474-LSR-ec","ViolatesWQStandard"
"892","0029-200701030000-13484-LSR-ec","Highest90%SubmValues"
"893","0029-200701030000-13484-LSR-ec","Highest99%AmbientValues"
"894","0029-200701030000-13484-LSR-ec","ViolatesWQStandard"
"895","0029-200701030000-13499-LSR-ec","Highest95%AmbientValues"
"896","0029-200701030000-13499-LSR-ec","ViolatesWQStandard"
"897","0029-200701030000-13538-LSR-ec","Highest99%AmbientValues"
"898","0029-200701030000-13538-LSR-ec","ViolatesWQStandard"
"899","0029-200701030000-13607-QLQD-ec","ViolatesLessProtectiveWQStandard"
"900","0029-200701030000-33134-QLQD-ec","Highest90%SubmValues"
"901","0029-200701030000-33134-QLQD-ec","Highest99%AmbientValues"
"902","0029-200701030000-33134-QLQD-ec","ViolatesWQStandard"
"903","0029-200701030000-33134-LQD-ec","Highest90%SubmValues"
"904","0029-200701030000-33134-LQD-ec","Highest99%AmbientValues"
"905","0029-200701030000-33134-LQD-ec","ViolatesWQStandard"
"906","0029-200701030000-33145-LSR-ec","Highest90%SubmValues"
"907","0029-200701030000-33145-LSR-ec","Highest99%AmbientValues"
"908","0029-200701030000-33145-LSR-ec","ViolatesWQStandard"
"909","0029-200701030000-33147-LSR-ec","ViolatesLessProtectiveWQStandard"
"910","0029-200701030000-33148-LSR-ec","Highest95%AmbientValues"
"911","0029-200701030000-33148-LSR-ec","ViolatesWQStandard"
"912","0029-200701030000-33153-LSR-ec","Highest90%SubmValues"
"913","0029-200701030000-33153-LSR-ec","Highest95%SubmStnValues"
"914","0029-200701030000-33153-LSR-ec","Highest99%AmbientValues"
"915","0029-200701030000-33153-LSR-ec","ViolatesWQStandard"
"916","0029-200701030000-33155-LSR-ec","Highest95%SubmStnValues"
"917","0029-200701030000-33155-LSR-ec","Highest95%AmbientValues"
"918","0029-200701030000-33155-LSR-ec","ViolatesWQStandard"
"919","0029-200701170000-13077-LSR-ec","Lowest5%SubmValues"
"920","0029-200701170000-13078-LSR-ec","Lowest5%SubmValues"
"921","0029-200701170000-13078-LSR-ec","Lowest5%SubmStnValues"
"922","0029-200701170000-13430-LSR-ec","ViolatesLessProtectiveWQStandard"
"923","0029-200701170000-13432-LSR-ec","Highest90%SubmValues"
"924","0029-200701170000-13432-LSR-ec","Highest99%AmbientValues"
"925","0029-200701170000-13432-LSR-ec","ViolatesWQStandard"
"926","0029-200701170000-13433-LSR-ec","Lowest10%SubmValues"
"927","0029-200701170000-13438-LSR-ec","ViolatesLessProtectiveWQStandard"
"928","0029-200701170000-13440-LSR-ec","ViolatesLessProtectiveWQStandard"
"929","0029-200701170000-13442-LSR-ec","Lowest5%SubmStnValues"
"930","0029-200701170000-13477-LQD-ec","Lowest10%SubmValues"
"931","0029-200701170000-13484-LSR-ec","Lowest5%SubmStnValues"
"932","0029-200701170000-13513-LSR-ec","Lowest5%SubmValues"
"933","0029-200701170000-13517-LSR-ec","Lowest10%SubmValues"
"934","0029-200701170000-13517-LSR-ec","Lowest5%SubmStnValues"
"935","0029-200701170000-13538-LSR-ec","ViolatesLessProtectiveWQStandard"
"936","0029-200701170000-13607-LSR-ec","Lowest10%SubmValues"
"937","0029-200701170000-13607-LSR-ec","Lowest5%SubmStnValues"
"938","0029-200701170000-33136-LSR-ec","Highest95%AmbientValues"
"939","0029-200701170000-33136-LSR-ec","ViolatesWQStandard"
"940","0029-200701170000-33137-LSR-ec","Lowest5%SubmValues"
"941","0029-200701170000-33145-LSR-ec","ViolatesLessProtectiveWQStandard"
"942","0029-200701170000-33148-LSR-ec","ViolatesLessProtectiveWQStandard"
"943","0029-200701170000-33152-LSR-ec","Lowest5%SubmValues"
"944","0029-200701170000-33152-LSR-ec","Lowest5%SubmStnValues"
"945","0029-200701170000-33152-LSR-ec","Lowest5%AmbientValues"
"946","0029-200701170000-33153-QLQD-ec","Lowest10%SubmValues"
"947","0029-200701170000-33153-LQD-ec","Lowest10%SubmValues"
"948","0029-200701180000-13469-QLQD-ec","Lowest5%SubmValues"
"949","0029-200701180000-13469-QLQD-ec","Lowest5%SubmStnValues"
"950","0029-200701180000-13469-QLQD-ec","Lowest5%AmbientValues"
"951","0029-200701180000-13469-LQD-ec","Lowest5%SubmValues"
"952","0029-200701180000-13469-LQD-ec","Lowest5%SubmStnValues"
"953","0029-200701180000-13469-LQD-ec","Lowest5%AmbientValues"
"954","0029-200701180000-33141-LSR-ec","Lowest10%SubmValues"
"955","0029-200701180000-33142-LSR-ec","Lowest5%SubmValues"
"956","0029-200701180000-33142-LSR-ec","Lowest5%AmbientValues"
"957","0029-200702070000-12832-LSR-ec","Highest95%AmbientValues"
"958","0029-200702070000-12832-LSR-ec","ViolatesWQStandard"
"959","0029-200702070000-12848-LSR-ec","Lowest10%SubmValues"
"960","0029-200702070000-13077-LSR-ec","Lowest5%SubmValues"
"961","0029-200702070000-13430-LSR-ec","Highest90%SubmValues"
"962","0029-200702070000-13430-LSR-ec","Highest99%AmbientValues"
"963","0029-200702070000-13430-LSR-ec","ViolatesWQStandard"
"964","0029-200702070000-13432-LSR-ec","Highest95%AmbientValues"
"965","0029-200702070000-13432-LSR-ec","ViolatesWQStandard"
"966","0029-200702070000-13440-LSR-ec","ViolatesLessProtectiveWQStandard"
"967","0029-200702070000-13469-LSR-ec","Lowest5%SubmValues"
"968","0029-200702070000-13484-LSR-ec","Highest95%AmbientValues"
"969","0029-200702070000-13484-LSR-ec","ViolatesWQStandard"
"970","0029-200702070000-13513-LSR-ec","Lowest5%SubmValues"
"971","0029-200702070000-13538-LSR-ec","Lowest10%SubmValues"
"972","0029-200702070000-33134-QLQD-ec","Highest90%SubmValues"
"973","0029-200702070000-33134-QLQD-ec","Highest99%AmbientValues"
"974","0029-200702070000-33134-QLQD-ec","ViolatesWQStandard"
"975","0029-200702070000-33134-LQD-ec","Highest90%SubmValues"
"976","0029-200702070000-33134-LQD-ec","Highest99%AmbientValues"
"977","0029-200702070000-33134-LQD-ec","ViolatesWQStandard"
"978","0029-200702070000-33141-LSR-ec","Lowest10%SubmValues"
"979","0029-200702070000-33142-LSR-ec","Lowest5%SubmValues"
"980","0029-200702070000-33145-LSR-ec","ViolatesLessProtectiveWQStandard"
"981","0029-200702070000-33152-LSR-ec","Lowest5%SubmValues"
"982","0029-200702070000-33155-LSR-ec","Lowest5%SubmStnValues"
"983","0029-200702210000-12832-LSR-ec","Highest95%AmbientValues"
"984","0029-200702210000-12832-LSR-ec","ViolatesWQStandard"
"985","0029-200702210000-12848-LSR-ec","Lowest10%SubmValues"
"986","0029-200702210000-12848-LSR-ec","Lowest5%SubmStnValues"
"987","0029-200702210000-13077-LSR-ec","Lowest5%SubmValues"
"988","0029-200702210000-13077-LSR-ec","Lowest5%AmbientValues"
"989","0029-200702210000-13417-LSR-ec","Lowest10%SubmValues"
"990","0029-200702210000-13430-LSR-ec","Highest90%SubmValues"
"991","0029-200702210000-13430-LSR-ec","Highest99%AmbientValues"
"992","0029-200702210000-13430-LSR-ec","ViolatesWQStandard"
"993","0029-200702210000-13431-LSR-ec","ViolatesLessProtectiveWQStandard"
"994","0029-200702210000-13432-QLQD-ec","Highest90%SubmValues"
"995","0029-200702210000-13432-QLQD-ec","Highest99%AmbientValues"
"996","0029-200702210000-13432-QLQD-ec","ViolatesWQStandard"
"997","0029-200702210000-13432-LQD-ec","Highest90%SubmValues"
"998","0029-200702210000-13432-LQD-ec","Highest99%AmbientValues"
"999","0029-200702210000-13432-LQD-ec","ViolatesWQStandard"
"1000","0029-200702210000-13434-LSR-ec","Highest95%AmbientValues"
"1001","0029-200702210000-13434-LSR-ec","ViolatesWQStandard"
"1002","0029-200702210000-13438-LSR-ec","ViolatesLessProtectiveWQStandard"
"1003","0029-200702210000-13442-LSR-ec","ViolatesLessProtectiveWQStandard"
"1004","0029-200702210000-13469-LQD-ec","Lowest5%SubmValues"
"1005","0029-200702210000-13469-LQD-ec","Lowest5%SubmStnValues"
"1006","0029-200702210000-13469-LQD-ec","Lowest5%AmbientValues"
"1007","0029-200702210000-13474-LSR-ec","ViolatesLessProtectiveWQStandard"
"1008","0029-200702210000-13477-QLQD-ec","Lowest5%SubmValues"
"1009","0029-200702210000-13477-LQD-ec","Lowest5%SubmValues"
"1010","0029-200702210000-13484-QLQD-ec","Highest95%AmbientValues"
"1011","0029-200702210000-13484-QLQD-ec","ViolatesWQStandard"
"1012","0029-200702210000-13484-LQD-ec","Highest95%AmbientValues"
"1013","0029-200702210000-13484-LQD-ec","ViolatesWQStandard"
"1014","0029-200702210000-13499-LSR-ec","ViolatesLessProtectiveWQStandard"
"1015","0029-200702210000-13538-LSR-ec","Highest90%SubmValues"
"1016","0029-200702210000-13538-LSR-ec","Highest99%AmbientValues"
"1017","0029-200702210000-13538-LSR-ec","ViolatesWQStandard"
"1018","0029-200702210000-33134-LSR-ec","Highest95%AmbientValues"
"1019","0029-200702210000-33134-LSR-ec","ViolatesWQStandard"
"1020","0029-200702210000-33141-LSR-ec","Lowest10%SubmValues"
"1021","0029-200702210000-33145-LSR-ec","Highest99%AmbientValues"
"1022","0029-200702210000-33145-LSR-ec","ViolatesWQStandard"
"1023","0029-200702210000-33152-LSR-ec","Lowest10%SubmValues"
"1024","0029-200703070000-13078-LSR-ec","Lowest5%SubmValues"
"1025","0029-200703070000-13078-LSR-ec","Lowest5%SubmStnValues"
"1026","0029-200703070000-13428-QLQD-ec","Lowest5%SubmStnValues"
"1027","0029-200703070000-13430-LSR-ec","Highest95%AmbientValues"
"1028","0029-200703070000-13430-LSR-ec","ViolatesLessProtectiveWQStandard"
"1029","0029-200703070000-13432-LSR-ec","Highest90%SubmValues"
"1030","0029-200703070000-13432-LSR-ec","Highest99%AmbientValues"
"1031","0029-200703070000-13432-LSR-ec","ViolatesWQStandard"
"1032","0029-200703070000-13442-LSR-ec","Highest95%AmbientValues"
"1033","0029-200703070000-13442-LSR-ec","ViolatesWQStandard"
"1034","0029-200703070000-13484-LSR-ec","Highest90%SubmValues"
"1035","0029-200703070000-13484-LSR-ec","Highest99%AmbientValues"
"1036","0029-200703070000-13484-LSR-ec","ViolatesWQStandard"
"1037","0029-200703070000-13538-LSR-ec","ViolatesLessProtectiveWQStandard"
"1038","0029-200703070000-33134-LSR-ec","Highest90%SubmValues"
"1039","0029-200703070000-33134-LSR-ec","Highest99%AmbientValues"
"1040","0029-200703070000-33134-LSR-ec","ViolatesWQStandard"
"1041","0029-200703070000-33145-LSR-ec","Highest95%AmbientValues"
"1042","0029-200703070000-33145-LSR-ec","ViolatesWQStandard"
"1043","0029-200703070000-33152-LSR-ec","Lowest5%SubmValues"
"1044","0029-200703140000-12832-LSR-ec","Highest90%SubmValues"
"1045","0029-200703140000-12832-LSR-ec","Highest99%AmbientValues"
"1046","0029-200703140000-12832-LSR-ec","ViolatesWQStandard"
"1047","0029-200703140000-13077-LSR-ec","Lowest5%SubmValues"
"1048","0029-200703140000-13410-LSR-ec","Lowest10%SubmValues"
"1049","0029-200703140000-13411-LSR-ec","Lowest10%SubmValues"
"1050","0029-200703140000-13411-LSR-ec","Lowest5%SubmStnValues"
"1051","0029-200703140000-13477-QLQD-ec","Lowest5%SubmValues"
"1052","0029-200703140000-13477-LQD-ec","Lowest5%SubmValues"
"1053","0029-200703140000-33137-LSR-ec","Lowest10%SubmValues"
"1054","0029-200703140000-33142-QLQD-ec","Lowest10%SubmValues"
"1055","0029-200703210000-12832-LSR-ec","Highest95%AmbientValues"
"1056","0029-200703210000-12832-LSR-ec","ViolatesWQStandard"
"1057","0029-200703210000-13077-LSR-ec","Lowest5%SubmValues"
"1058","0029-200703210000-13417-LSR-ec","Lowest10%SubmValues"
"1059","0029-200703210000-13428-LSR-ec","Highest95%AmbientValues"
"1060","0029-200703210000-13428-LSR-ec","ViolatesWQStandard"
"1061","0029-200703210000-13430-LSR-ec","Highest95%AmbientValues"
"1062","0029-200703210000-13430-LSR-ec","ViolatesWQStandard"
"1063","0029-200703210000-13432-LSR-ec","Highest90%SubmValues"
"1064","0029-200703210000-13432-LSR-ec","Highest99%AmbientValues"
"1065","0029-200703210000-13432-LSR-ec","ViolatesWQStandard"
"1066","0029-200703210000-13442-LSR-ec","ViolatesLessProtectiveWQStandard"
"1067","0029-200703210000-13477-LSR-ec","Lowest5%SubmValues"
"1068","0029-200703210000-13484-LSR-ec","Highest95%AmbientValues"
"1069","0029-200703210000-13484-LSR-ec","ViolatesWQStandard"
"1070","0029-200703210000-13499-QLQD-ec","Highest95%AmbientValues"
"1071","0029-200703210000-13499-QLQD-ec","ViolatesLessProtectiveWQStandard"
"1072","0029-200703210000-13499-LQD-ec","Highest95%AmbientValues"
"1073","0029-200703210000-13499-LQD-ec","ViolatesLessProtectiveWQStandard"
"1074","0029-200703210000-13513-LSR-ec","Lowest10%SubmValues"
"1075","0029-200703210000-13517-LSR-ec","Lowest10%SubmValues"
"1076","0029-200703210000-13517-LSR-ec","Lowest5%SubmStnValues"
"1077","0029-200703210000-13538-LSR-ec","Lowest5%SubmValues"
"1078","0029-200703210000-33134-QLQD-ec","ViolatesLessProtectiveWQStandard"
"1079","0029-200703210000-33134-LQD-ec","ViolatesLessProtectiveWQStandard"
"1080","0029-200703210000-33137-QLQD-ec","Lowest10%SubmValues"
"1081","0029-200703210000-33137-LQD-ec","Lowest10%SubmValues"
"1082","0029-200703210000-33145-LSR-ec","ViolatesLessProtectiveWQStandard"
"1083","0029-200703210000-33147-LSR-ec","Lowest5%SubmStnValues"
"1084","0029-200703210000-33152-LSR-ec","Lowest5%SubmValues"
"1085","0029-200703220000-13410-LSR-ec","Lowest5%SubmValues"
"1086","0029-200703220000-13410-LSR-ec","Lowest5%SubmStnValues"
"1087","0029-200703220000-13411-LSR-ec","Lowest10%SubmValues"
"1088","0029-200703220000-13469-LSR-ec","Lowest10%SubmValues"
"1089","0029-200703220000-33141-LSR-ec","Lowest10%SubmValues"
"1090","0029-200704040000-12832-LSR-ec","Highest95%AmbientValues"
"1091","0029-200704040000-12832-LSR-ec","ViolatesWQStandard"
"1092","0029-200704040000-13077-QLQD-ec","Lowest5%SubmValues"
"1093","0029-200704040000-13077-QLQD-ec","Lowest5%AmbientValues"
"1094","0029-200704040000-13077-LQD-ec","Lowest5%SubmValues"
"1095","0029-200704040000-13077-LQD-ec","Lowest5%AmbientValues"
"1096","0029-200704040000-13430-LSR-ec","Highest90%SubmValues"
"1097","0029-200704040000-13430-LSR-ec","Highest99%AmbientValues"
"1098","0029-200704040000-13430-LSR-ec","ViolatesWQStandard"
"1099","0029-200704040000-13432-LSR-ec","Highest95%AmbientValues"
"1100","0029-200704040000-13432-LSR-ec","ViolatesWQStandard"
"1101","0029-200704040000-13433-LSR-ec","Lowest10%SubmValues"
